0
get_unstable_period
set_compatibility
set_unstable_period
stream
stream_ACOS
stream_AD
stream_ADD
stream_ADOSC
stream_ADX
stream_ADXR
stream_APO
stream_AROON
stream_AROONOSC
stream_ASIN
stream_ATAN
stream_ATR
stream_AVGPRICE
stream_BBANDS
stream_BETA
stream_BOP
stream_CCI
stream_CDL2CROWS
stream_CDL3BLACKCROWS
stream_CDL3INSIDE
stream_CDL3LINESTRIKE
stream_CDL3OUTSIDE
stream_CDL3STARSINSOUTH
stream_CDL3WHITESOLDIERS
stream_CDLABANDONEDBABY
stream_CDLADVANCEBLOCK
stream_CDLBELTHOLD
stream_CDLBREAKAWAY
stream_CDLCLOSINGMARUBOZU
stream_CDLCONCEALBABYSWALL
stream_CDLCOUNTERATTACK
stream_CDLDARKCLOUDCOVER
stream_CDLDOJI
stream_CDLDOJISTAR
stream_CDLDRAGONFLYDOJI
stream_CDLENGULFING
stream_CDLEVENINGDOJISTAR
stream_CDLEVENINGSTAR
stream_CDLGAPSIDESIDEWHITE
stream_CDLGRAVESTONEDOJI
stream_CDLHAMMER
stream_CDLHANGINGMAN
stream_CDLHARAMI
stream_CDLHARAMICROSS
stream_CDLHIGHWAVE
stream_CDLHIKKAKE
stream_CDLHIKKAKEMOD
stream_CDLHOMINGPIGEON
stream_CDLIDENTICAL3CROWS
stream_CDLINNECK
stream_CDLINVERTEDHAMMER
stream_CDLKICKING
stream_CDLKICKINGBYLENGTH
stream_CDLLADDERBOTTOM
stream_CDLLONGLEGGEDDOJI
stream_CDLLONGLINE
stream_CDLMARUBOZU
stream_CDLMATCHINGLOW
stream_CDLMATHOLD
stream_CDLMORNINGDOJISTAR
stream_CDLMORNINGSTAR
stream_CDLONNECK
stream_CDLPIERCING
stream_CDLRICKSHAWMAN
stream_CDLRISEFALL3METHODS
stream_CDLSEPARATINGLINES
stream_CDLSHOOTINGSTAR
stream_CDLSHORTLINE
stream_CDLSPINNINGTOP
stream_CDLSTALLEDPATTERN
stream_CDLSTICKSANDWICH
stream_CDLTAKURI
stream_CDLTASUKIGAP
stream_CDLTHRUSTING
stream_CDLTRISTAR
stream_CDLUNIQUE3RIVER
stream_CDLUPSIDEGAP2CROWS
stream_CDLXSIDEGAP3METHODS
stream_CEIL
stream_CMO
stream_CORREL
stream_COS
stream_COSH
stream_DEMA
stream_DIV
stream_DX
stream_EMA
stream_EXP
stream_FLOOR
stream_HT_DCPERIOD
stream_HT_DCPHASE
stream_HT_PHASOR
stream_HT_SINE
stream_HT_TRENDLINE
stream_HT_TRENDMODE
stream_KAMA
stream_LINEARREG
stream_LINEARREG_ANGLE
stream_LINEARREG_INTERCEPT
stream_LINEARREG_SLOPE
stream_LN
stream_LOG10
stream_MA
stream_MACD
stream_MACDEXT
stream_MACDFIX
stream_MAMA
stream_MAVP
stream_MAX
stream_MAXINDEX
stream_MEDPRICE
stream_MFI
stream_MIDPOINT
stream_MIDPRICE
stream_MIN
stream_MININDEX
stream_MINMAX
stream_MINMAXINDEX
stream_MINUS_DI
stream_MINUS_DM
stream_MOM
stream_MULT
stream_NATR
stream_OBV
stream_PLUS_DI
stream_PLUS_DM
stream_PPO
stream_ROC
stream_ROCP
stream_ROCR
stream_ROCR100
stream_RSI
stream_SAR
stream_SAREXT
stream_SIN
stream_SINH
stream_SMA
stream_SQRT
stream_STDDEV
stream_STOCH
stream_STOCHF
stream_STOCHRSI
stream_SUB
stream_SUM
stream_T3
stream_TAN
stream_TANH
stream_TEMA
stream_TRANGE
stream_TRIMA
stream_TRIX
stream_TSF
stream_TYPPRICE
stream_ULTOSC
stream_VAR
stream_WCLPRICE
stream_WILLR
stream_WMA
stream_func_name
stream_func_names
wrapped_func
wraps
